# fold XOR-differential scan
f351fe332ce3fd21 f351fe332ce3fd21 rand_both_60
82d825e030db692e 82d825e030db692e rand_both_61
cee6392b514baa17 cee6392b514baa17 rand_both_62
a8a49d725d173824 a8a49d725d173824 rand_both_63
24436d9056ab0e67 24436d9056ab0e67 rand_both_64
5d76e9fdee03ef71 5d76e9fdee03ef71 rand_both_65
c31424e08e2010f8 c31424e08e2010f8 rand_both_66
bf63c5b8acb931e1 bf63c5b8acb931e1 rand_both_67
357c6390fcc56977 357c6390fcc56977 rand_both_68
e216f0c7f4b0ad70 e216f0c7f4b0ad70 rand_both_69
a00e4c050fc5b35c a00e4c050fc5b35c rand_both_70
2d8112779fc76f7b 2d8112779fc76f7b rand_both_71
14b20d4297bbb388 14b20d4297bbb388 rand_both_72
65d6e8cb3d26433d 65d6e8cb3d26433d rand_both_73
95d8a11aaf5a1ed5 95d8a11aaf5a1ed5 rand_both_74
f279ea6f44791327 f279ea6f44791327 rand_both_75
0dcb27f35c98691c 0dcb27f35c98691c rand_both_76
895f7adaba1cbc61 895f7adaba1cbc61 rand_both_77
dcc78fde22971dea dcc78fde22971dea rand_both_78
05f14102d91e7548 05f14102d91e7548 rand_both_79
76908d718564729e 76908d718564729e rand_both_80
f5290d43d1270790 f5290d43d1270790 rand_both_81
f61c66b538220e27 f61c66b538220e27 rand_both_82
69d47da0becf966f 69d47da0becf966f rand_both_83
f0d98d897e634b8c f0d98d897e634b8c rand_both_84
17b4c47145c5edf6 17b4c47145c5edf6 rand_both_85
abd8b797a33d1e49 abd8b797a33d1e49 rand_both_86
9859066122fb8cca 9859066122fb8cca rand_both_87
2382526393f25710 2382526393f25710 rand_both_88
a11f742d00259ed9 a11f742d00259ed9 rand_both_89
14c2e8b0dd7b2b83 14c2e8b0dd7b2b83 rand_both_90
760c8e5e449a3741 760c8e5e449a3741 rand_both_91
e851885a6aa072e5 e851885a6aa072e5 rand_both_92
ca830e63c601e08a ca830e63c601e08a rand_both_93
9c89a2acdcfd72a1 9c89a2acdcfd72a1 rand_both_94
2fef50fb8aa4e0a5 2fef50fb8aa4e0a5 rand_both_95
eb69e92e642c089b eb69e92e642c089b rand_both_96
96088f7fd10c9af4 96088f7fd10c9af4 rand_both_97
0d606e65e1611ff3 0d606e65e1611ff3 rand_both_98
8e0766055627bec2 8e0766055627bec2 rand_both_99
0000000001000000 0000000001000000 lowwt1_both_0
0000000000080100 0000000000080100 lowwt2_both_1
1004000000208000 1004000000208000 lowwt4_both_2
0000000040000000 0000000040000000 lowwt1_both_3
0080000000400000 0080000000400000 lowwt2_both_4
0000200004102000 0000200004102000 lowwt4_both_5
0008000000000000 0008000000000000 lowwt1_both_6
0000208200000200 0000208200000200 lowwt4_both_7
0010000100041000 0010000100041000 lowwt4_both_8
0000080000028000 0000080000028000 lowwt3_both_9
0000000000001042 0000000000001042 lowwt3_both_10
0088000000100000 0088000000100000 lowwt3_both_11
0000004040000000 0000004040000000 lowwt2_both_12
0000400000000000 0000400000000000 lowwt1_both_13
0000002000820000 0000002000820000 lowwt3_both_14
0010800200000020 0010800200000020 lowwt4_both_15
0000000000080002 0000000000080002 lowwt2_both_16
0400000000000000 0400000000000000 lowwt1_both_17
0000080000000002 0000080000000002 lowwt2_both_18
0001010000000000 0001010000000000 lowwt2_both_19
0000002000080000 0000002000080000 lowwt2_both_20
8040000000000000 8040000000000000 lowwt2_both_21
0200010000000010 0200010000000010 lowwt3_both_22
0000008000200040 0000008000200040 lowwt3_both_23
0000080004000000 0000080004000000 lowwt2_both_24
0000040000080000 0000040000080000 lowwt2_both_25
0000000000402000 0000000000402000 lowwt2_both_26
0000000100000081 0000000100000081 lowwt4_both_27
0420008000400000 0420008000400000 lowwt4_both_28
0000000000000400 0000000000000400 lowwt1_both_29
0000000000402000 0000000000402000 lowwt2_both_30
0000000000000080 0000000000000080 lowwt1_both_31
000a000200000004 000a000200000004 lowwt4_both_32
0000000000010000 0000000000010000 lowwt1_both_33
0000000810000001 0000000810000001 lowwt3_both_34
1000000400002001 1000000400002001 lowwt4_both_35
4102000200000000 4102000200000000 lowwt4_both_36
0000000004040020 0000000004040020 lowwt3_both_37
0000000400006000 0000000400006000 lowwt3_both_38
0000020000200400 0000020000200400 lowwt4_both_39
0000000000000001 0000000000000001 lowwt1_both_40
0008000000000202 0008000000000202 lowwt4_both_41
8000080000000200 8000080000000200 lowwt4_both_42
0000000080080000 0000000080080000 lowwt2_both_43
8000000000400008 8000000000400008 lowwt4_both_44
2000000000000000 2000000000000000 lowwt1_both_45
0420008000000400 0420008000000400 lowwt4_both_46
0400008000000000 0400008000000000 lowwt2_both_47
0400000010018000 0400000010018000 lowwt4_both_48
0008008000040000 0008008000040000 lowwt3_both_49
0000000080000000 0000000080000000 lowwt1_both_50
0000000000280000 0000000000280000 lowwt2_both_51
8800000001200000 8800000001200000 lowwt4_both_52
4000000000000000 4000000000000000 lowwt1_both_53
0000080010000004 0000080010000004 lowwt3_both_54
0000000000000020 0000000000000020 lowwt1_both_55
0000242000008000 0000242000008000 lowwt4_both_56
0000004000100004 0000004000100004 lowwt3_both_57
2000004800000800 2000004800000800 lowwt4_both_58
1200000000000004 1200000000000004 lowwt3_both_59
0200000000000000 0200000000000000 lowwt1_both_60
4001000800010000 4001000800010000 lowwt4_both_61
0004410000008000 0004410000008000 lowwt4_both_62
0820000000000008 0820000000000008 lowwt3_both_63
0001080000000000 0001080000000000 lowwt2_both_64
0000000000000010 0000000000000010 lowwt1_both_65
0010000000000000 0010000000000000 lowwt1_both_66
0000000000400000 0000000000400000 lowwt1_both_67
0024010001000000 0024010001000000 lowwt4_both_68
0000400000800000 0000400000800000 lowwt2_both_69
4000000000000000 4000000000000000 lowwt1_both_70
0000400400000080 0000400400000080 lowwt3_both_71
0000000000080000 0000000000080000 lowwt1_both_72
0000000000404140 0000000000404140 lowwt4_both_73
0100000000000010 0100000000000010 lowwt2_both_74
0400000000010010 0400000000010010 lowwt3_both_75
0000800200000000 0000800200000000 lowwt2_both_76
0004000000040400 0004000000040400 lowwt3_both_77
0000100000001000 0000100000001000 lowwt2_both_78
0000040040000080 0000040040000080 lowwt3_both_79
0001002000000000 0001002000000000 lowwt2_both_80
0040010000000000 0040010000000000 lowwt2_both_81
0000000200030040 0000000200030040 lowwt4_both_82
0000000000000040 0000000000000040 lowwt1_both_83
0000010200000001 0000010200000001 lowwt3_both_84
0001000080000042 0001000080000042 lowwt4_both_85
0002008000001000 0002008000001000 lowwt3_both_86
0000000000000084 0000000000000084 lowwt2_both_87
0400010002000100 0400010002000100 lowwt4_both_88
0000000000000004 0000000000000004 lowwt1_both_89
0000104000000000 0000104000000000 lowwt2_both_90
0200000000000000 0200000000000000 lowwt1_both_91
0000400000000020 0000400000000020 lowwt2_both_92
0000000000100000 0000000000100000 lowwt1_both_93
0000002000500000 0000002000500000 lowwt3_both_94
0002000010800000 0002000010800000 lowwt3_both_95
0000020008000000 0000020008000000 lowwt2_both_96
0020000000000208 0020000000000208 lowwt3_both_97
0000000000000080 0000000000000080 lowwt1_both_98
0080003000000000 0080003000000000 lowwt3_both_99
f4e187eb9eaf03c2 f13dadf1a19adda9 rand_diff_0
7097c0e760ef22d6 4e31a5f35df00c5a rand_diff_1
9edd5107265bda60 1fefde687e618bdd rand_diff_2
a9e7be8c54e4ba17 3b3470f6b29c27d8 rand_diff_3
8722b0024f3d527b f73da36314100a25 rand_diff_4
db35c1097a307d33 d81a144bb3f72ccc rand_diff_5
4d5c2f5f3998d7e5 e8403c4b2405093b rand_diff_6
c74dc10b0745cae4 f8b0c0da4ca7f806 rand_diff_7
17eae994f2cc6370 b50d44db9a5bedef rand_diff_8
6ccdf11c81ccd8cc 708417629dad4721 rand_diff_9
8f46bfa54623981b 4e791ca655ec5829 rand_diff_10
bc149f2986fbf6e4 4aa1d896373281e3 rand_diff_11
6f9287e0f356f777 875327abb1a831b9 rand_diff_12
54b220ec6a61d11b 6fbf2e27ee93c7a4 rand_diff_13
67a0841a556d6d52 8cfb252b8f56616c rand_diff_14
1c74694038f8f88c b3ad2fe2b5f82c73 rand_diff_15
9b35cea408ecab14 c28dfb31b137b686 rand_diff_16
f23e7b04d14aeb67 094a8019f44fcb47 rand_diff_17
e8ec0c9b270e2a91 2049b97147049a23 rand_diff_18
2008234f45cf8cb3 076e0cac501fb77e rand_diff_19
3da9ed0884ab846c 6a70782525cea8ef rand_diff_20
268bf7be381a0a13 410ca8bb2dfe2c16 rand_diff_21
733378773c78653d 674551e926595d0d rand_diff_22
fd28d91077e5cec5 5638bcdbe7df2c3b rand_diff_23
a39da23e9a35c421 ffd92ee02e3ddfe1 rand_diff_24
9cded7deee04db39 028c540cb430874c rand_diff_25
4e944c2ff52a53a1 19ba269baec8df8f rand_diff_26
d042d657383c6e09 bb101e0a0679856a rand_diff_27
05fdfbf61c769830 4439c1e0049ce306 rand_diff_28
1ee6b908b9351f00 812764f7b682eaf9 rand_diff_29
a84d5cd185d87097 2a5d9b2a02fd69b5 rand_diff_30
79e29b1df1f21b05 954e27c49879fa26 rand_diff_31
6eb8b424ba38baea 35b70c7490292ac9 rand_diff_32
46b9b9b7fca87637 70403d6159618b71 rand_diff_33
3617e1797a9249f4 68d622b7dc156444 rand_diff_34
7af22b816f276bea babb4341825e2048 rand_diff_35
1a67938de72c8303 b0328e8ace4458af rand_diff_36
1c1884feca5a4b78 7ac842a8a11d576b rand_diff_37
a16ec910920bc2ce 6b696997d422f566 rand_diff_38
0676fdb0c599d7c1 28dff31b27dbf1cb rand_diff_39
6e7131db4c817a9c c92fe287329d7ded rand_diff_40
ec78b846c08e2d47 4877eeaaff2cf8f9 rand_diff_41
73092b27240f55ab b726190531aa8fd0 rand_diff_42
8b11e5fe671da0ff 1ab2af1500102975 rand_diff_43
63e234f31f56f4fd 11a99c8548ae12e5 rand_diff_44
5b20830e39de030d 92e10dee825e87a0 rand_diff_45
382a5463119056d2 51260489e7a5640e rand_diff_46
c06ec514c90417cc 3fa7205073fbba8c rand_diff_47
e8c0b8def6f1f3dc 68e7ebc18442cc13 rand_diff_48
17475408d78cb7a1 1f6f968697ced517 rand_diff_49
654beb014ee6c5c2 b12b985119811bb2 rand_diff_50
94235e54fbc22cf9 d6901e525e1739a2 rand_diff_51
bac33f03365fccad 1749c86d419a4cb2 rand_diff_52
f5bb990911dbdcb9 aa3dc5ac6a0e118e rand_diff_53
b3f8805cbfcd212d 6d3f71a9ba38d819 rand_diff_54
2454f09e091aa65c f40d6218e2f92b53 rand_diff_55
998bfbe2b12d5383 088d1a02b2dc078e rand_diff_56
4bf173c2e217fa91 54ff14b624d84664 rand_diff_57
2800bb8c156ca211 c90740c3cd1a0fcd rand_diff_58
bc96199d992ff326 0c433880369d12bd rand_diff_59
5616d954e6d55226 e7a150458bef8501 rand_diff_60
a104deece33e7306 c0b46f6782c8d649 rand_diff_61
de6323665ba618f5 d96d137f9eafbfbb rand_diff_62
9edb4fa2ae455ace 3c954f310619abd1 rand_diff_63
53ab825cabfeb6d0 a0dfd0a5856c9574 rand_diff_64
2933927e812b9b82 6fc2fafdfe1a43c1 rand_diff_65
bb5dbe797b646569 6be4f91e8a41c21b rand_diff_66
a5dfaca3cee60f0d 31412b528e8387d6 rand_diff_67
12c428a75287e571 41de7a9e3e2a480b rand_diff_68
4f766801bffd2846 c9b9768b684dfcb3 rand_diff_69
28995305e830a417 9af08eedcbb238f2 rand_diff_70
ab0f081cefcc8009 16cd0064294b5bf1 rand_diff_71
ddca685749b16f72 4e11d920a9ea3c93 rand_diff_72
ef509c54db434550 1276791009704495 rand_diff_73
97a2a47e57149acc a05125559fbf1b79 rand_diff_74
de3da26eb976c1b2 4fb5dc03cbf1656d rand_diff_75
00922dbdb5ca0831 f005d372ba5dd87b rand_diff_76
7e9074fd7d4b2aab 079a06746487a25f rand_diff_77
7dc8fac82903824d f80cd9008f5a0760 rand_diff_78
c54a7e81bf880254 7d62417d751f6757 rand_diff_79
6e9195c5d7666173 16c4c24f05305199 rand_diff_80
ea9b7b358fb4e4d7 d76a3a408c60a47e rand_diff_81
962f35a2a9f07b11 209b33712eacded2 rand_diff_82
e145279e654595b4 3147a0eb1fe6991b rand_diff_83
c4e22163ef1ca604 2c082ca4485ec7ea rand_diff_84
1b5ba787aabb1494 a8f80e2fac06d16e rand_diff_85
7284c9184edb9faf dcdc69d97bf94f2e rand_diff_86
dc4c6ee671088651 24dec49b20cad6dd rand_diff_87
f69f31e1c2270de0 e6226eeb1b77d7dc rand_diff_88
989f4c190b82e2db b8d5c4e805703187 rand_diff_89
3352e6963b1756ea ba280a5cc512c343 rand_diff_90
73c6e868f76c95ce 6a6e60298342049a rand_diff_91
a96afaecb89b450a d31bf36e87bfb69e rand_diff_92
71e3a74476d0adc6 6fcd062078da6a71 rand_diff_93
a078981ab21b7832 d374d2f0200fdbd7 rand_diff_94
b3a1cf8267022cb6 fffafd40b1df516b rand_diff_95
7a0caf10a057edb1 f1fba5c8ef12f902 rand_diff_96
639c61546d165d86 2fe89f5179b6ac02 rand_diff_97
079e84b82e08f828 f6cc29321e12d7c6 rand_diff_98
0d6598ce015dcd63 75279c24a1c37f13 rand_diff_99
